res,treatment,midx,cidx
4.58291134041853,1,7,199
4.58264493723311,1,2,200
4.57689415262712,1,1,201
4.57647891575312,1,4,202
4.57628438870282,1,8,203
4.56068995970348,1,6,204
4.55563519423,1,1,205
4.55285411858719,1,8,206
4.53112453839286,1,4,207
4.53029647181213,1,7,208
4.52626233304028,1,1,209
4.51835360312202,1,11,210
4.5183072876726,1,8,211
4.48433535727742,1,8,212
4.48297713526618,1,9,213
4.46846188682794,1,8,214
4.46589925093476,1,9,215
4.45745896654119,1,4,216
4.45617214257954,1,8,217
4.44682910595097,1,7,218
4.44646700011735,1,8,219
4.44609407633732,1,7,220
4.42297563363002,1,8,221
4.41926816477059,1,7,222
4.41775627449003,1,8,223
4.41377936334962,1,1,224
4.41376698270754,1,2,225
4.4126411226425,1,2,226
4.41205549641472,1,8,227
4.41044819797789,1,6,228
4.400393417083,1,11,229
4.39808517020511,1,3,230
4.39732353051812,1,4,231
4.39302674192591,1,10,232
4.38603131243434,1,5,233
4.38019638168292,1,2,234
4.37773905348972,1,2,235
4.37050332972385,1,3,236
4.36565319619339,1,3,237
4.34634483354005,1,8,238
4.34598287865743,1,6,239
4.34471705427021,1,3,240
4.33889279387899,1,10,241
4.3371155872439,1,5,242
4.32557146831622,1,1,243
4.32533272109109,1,1,244
4.3168468326951,1,7,245
4.3138239507307,1,1,246
4.31127580769291,1,4,247
4.3079225722715,1,1,248
4.30466770143652,1,10,249
4.30324230794271,1,1,250
4.30134464438606,1,1,251
4.29889293730017,1,1,252
4.28203178998375,1,2,253
4.27466407601729,1,2,254
4.27356801437273,1,3,255
4.27262764553221,1,1,256
4.26596877498321,1,8,257
4.26130006452733,1,1,258
4.2612378342083,1,8,259
4.25818858616659,1,10,260
4.25288199800614,1,3,261
4.25067582959397,1,7,262
4.24855397118975,1,1,263
4.24855321291226,1,2,264
4.24693659073999,1,5,265
4.2462289623996,1,3,266
4.24368509321643,1,8,267
4.22845816916235,1,7,268
4.22738008835058,1,7,269
4.22585837921993,1,10,270
4.18960492522291,1,5,271
4.18269979685546,1,5,272
4.18169397107589,1,10,273
4.17801264143948,1,1,274
4.17474576652091,1,5,275
4.16444097597184,1,5,276
4.15812722923057,1,7,277
4.14488980663748,1,3,278
4.14460164346103,1,1,279
4.14017746723041,1,8,280
4.12780898679109,1,8,281
4.12602438138475,1,2,282
4.11936234299475,1,1,283
4.11904829996555,1,3,284
4.11729157737494,1,7,285
4.11645674398144,1,8,286
4.11459037986199,1,6,287
4.10741403313578,1,11,288
4.10127689181617,1,8,289
4.09799106123105,1,7,290
4.08996900624951,1,1,291
4.08799133186486,1,2,292
4.08710464250276,1,7,293
4.07535692278891,1,2,294
4.07508010781082,1,8,295
4.06985344515724,1,4,296
4.06851669959565,1,3,297
4.06343364072929,1,5,298
4.05495800759601,1,1,299
4.05340658826558,1,9,300
4.04960111398274,1,8,301
4.04891812677453,1,5,302
4.04490614575219,1,1,303
4.04392020861442,1,8,304
4.04354275085765,1,5,305
4.0417347386905,1,6,306
4.04001530557693,1,1,307
4.03975040507261,1,6,308
4.03454545367664,1,7,309
4.03379520698405,1,7,310
4.0224436626163,1,1,311
4.01849129329565,1,2,312
4.01261305828381,1,11,313
4.01079910873641,1,11,314
4.00408693897943,1,2,315
4.00155897379083,1,11,316
3.97927571194755,1,7,317
3.97625838234472,1,6,318
3.97538189214645,1,3,319
3.969082794723,1,7,320
3.96593864214212,1,7,321
3.96487057517718,1,7,322
3.94588475054525,1,7,323
3.94503881776597,1,3,324
3.93816907197355,1,7,325
3.93517424311017,1,2,326
3.93045727377746,1,9,327
3.92763201866673,1,11,328
3.92219370838583,1,10,329
3.91868725905575,1,3,330
3.91700774408259,1,1,331
3.90214059921247,1,1,332
3.89831686356807,1,8,333
3.8978765470505,1,4,334
3.8938749932999,1,1,335
3.89379116696889,1,6,336
3.8929742764019,1,1,337
3.88954776706118,1,9,338
3.88561448853809,1,10,339
3.88172291082156,1,7,340
3.87455020508003,1,8,341
3.87422157949618,1,7,342
3.87393418185703,1,6,343
3.86951099955512,1,1,344
3.86567908565679,1,9,345
3.86215641488597,1,6,346
3.8530043638607,1,3,347
3.84259139317515,1,10,348
3.8283610401319,1,1,349
3.82763594780399,1,4,350
3.82117220237394,1,9,351
3.81438008242596,1,11,352
3.79615315169407,1,1,353
3.79236910284068,1,7,354
3.79131442373632,1,1,355
3.78356256090682,1,8,356
3.78205155283654,1,2,357
3.76663995248382,1,8,358
3.76208877246345,1,1,359
3.75774141135642,1,1,360
3.75171639438901,1,4,361
3.750457495576,1,4,362
3.74797610030114,1,5,363
3.74683676125459,1,1,364
3.74355436766029,1,9,365
3.74221338267445,1,5,366
3.73628145549895,1,8,367
3.73582486752118,1,1,368
3.73424304236552,1,1,369
3.73353859923005,1,4,370
3.73078919752314,1,1,371
3.72410309708597,1,8,372
3.72305993246018,1,5,373
3.72051644465639,1,1,374
3.71982071779545,1,9,375
3.7180259480089,1,8,376
3.71709684932937,1,8,377
3.71353185990615,1,5,378
3.70663495080402,1,8,379
3.69848069668851,1,2,380
3.69732242414491,1,6,381
3.69722796362355,1,6,382
3.69214090990749,1,3,383
3.66956879839685,1,6,384
3.66952959933406,1,6,385
3.66594519254331,1,9,386
3.66449812074355,1,1,387
3.66186290677197,1,3,388
3.659297130861,1,1,389
3.65891278501468,1,4,390
3.64610596491254,1,4,391
3.64563843700911,1,1,392
3.64211039568479,1,5,393
3.63974926652646,1,1,394
3.63949711292278,1,8,395
3.62558504495655,1,7,396
3.60834668743049,1,11,397
3.60600878768681,1,8,398
3.60538692114348,1,3,399
3.60390307376389,1,3,400
3.60112020573562,1,7,401
3.60107682698996,1,1,402
3.60051718112996,1,1,403
3.59945447332321,1,5,404
3.59809367092826,1,5,405
3.59384694095945,1,1,406
3.59036186539327,1,3,407
3.58796668985032,1,6,408
3.58470148684716,1,8,409
3.58304485071972,1,2,410
3.57744615800583,1,3,411
3.57493693580818,1,8,412
3.57273610368675,1,10,413
3.57085898614024,1,7,414
3.57056495809767,1,10,415
3.56676509784222,1,11,416
3.56404805900287,1,10,417
3.56338248159569,1,8,418
3.55341717220401,1,7,419
3.5484606907274,1,1,420
3.54837932834505,1,8,421
3.53081603109214,1,9,422
3.52915314408208,1,7,423
3.52759945816826,1,5,424
3.52455820430174,1,7,425
3.52394770667239,1,1,426
3.52382971043802,1,5,427
3.52112342336035,1,6,428
3.51346273501265,1,1,429
3.50990991715287,1,6,430
3.5066650822378,1,8,431
3.50403425036195,1,2,432
3.49845571242881,1,9,433
3.47938825117242,1,1,434
3.46768805664232,1,10,435
3.46722102796578,1,8,436
3.46721838639041,1,9,437
3.46651861070751,1,11,438
3.46204914589514,1,1,439
3.45661421586597,1,7,440
3.45609836270647,1,10,441
3.45420928941056,1,10,442
3.43793638728808,1,8,443
3.43323545845297,1,2,444
3.43031680847578,1,2,445
3.42915083712042,1,2,446
3.41800792003364,1,10,447
3.40940759173165,1,2,448
3.40768121501906,1,11,449
3.40614448433824,1,9,450
3.39557377420188,1,11,451
3.39355583908386,1,10,452
3.39338622519131,1,2,453
3.39219723094176,1,8,454
3.38993130107668,1,10,455
3.38670365348933,1,9,456
3.38339957988708,1,8,457
3.37805517703383,1,5,458
3.3694007377548,1,3,459
3.36853735871311,1,8,460
3.36373151831334,1,4,461
3.36232027660032,1,11,462
3.35662705526912,1,8,463
3.34723344354373,1,11,464
3.34618370896482,1,6,465
3.34271500540529,1,2,466
3.34256465691665,1,1,467
3.3417978800597,1,1,468
3.33915637550692,1,2,469
3.33431969044268,1,4,470
3.33281778743175,1,10,471
3.33237050425716,1,3,472
3.32531350602336,1,1,473
3.32093967092097,1,5,474
3.31837273114365,1,8,475
3.31463232060774,1,8,476
3.31060158978164,1,2,477
3.30995143555606,1,8,478
3.30495715336088,1,2,479
3.30342762473364,1,5,480
3.29789617835187,1,9,481
3.29739486969843,1,2,482
3.29425338014137,1,5,483
3.29324795765738,1,11,484
3.2895964968677,1,9,485
3.27283054166351,1,5,486
3.27257199776088,1,8,487
3.26614458961186,1,5,488
3.26268218097977,1,6,489
3.26077231135861,1,1,490
3.25142083193175,1,8,491
3.24453110398823,1,7,492
3.24075502065732,1,1,493
3.2359237948007,1,9,494
3.23287141068545,1,7,495
3.23147064735631,1,10,496
3.22807662039548,1,2,497
3.22711307571572,1,7,498
3.22264693801522,1,7,499
3.22168181376259,1,1,500
3.21703498882115,1,1,501
3.21421909860127,1,1,502
3.21332193622112,1,7,503
3.2131009417813,1,11,504
3.21224214986686,1,2,505
3.21194024513159,1,5,506
3.20789296802192,1,5,507
3.20757142103102,1,10,508
3.2042392727058,1,5,509
3.20250431652711,1,8,510
3.1870194459774,1,2,511
3.18592609283748,1,3,512
3.17993230229296,1,11,513
3.17237244018061,1,1,514
3.16925698657095,1,2,515
3.15411922721962,1,1,516
3.14782673301397,1,8,517
3.1471979991154,1,8,518
3.14200252709623,1,2,519
3.14129518517343,1,11,520
3.14098832426773,1,11,521
3.1408444197975,1,1,522
3.1378548432334,1,1,523
3.13623752878574,1,5,524
3.13427329368553,1,2,525
3.12646841436256,1,3,526
3.12199652199168,1,11,527
3.1218354038521,1,4,528
3.12088751803033,1,8,529
3.11905466028546,1,1,530
3.11888057526961,1,9,531
3.11584151622959,1,1,532
3.11391854277366,1,1,533
3.10893351607047,1,10,534
3.10618830467069,1,2,535
3.09282043878011,1,3,536
3.09256310974834,1,4,537
3.09101932286391,1,11,538
3.08952645510849,1,11,539
3.08066180154743,1,7,540
3.07648393076559,1,11,541
3.07607211636126,1,3,542
3.07288056837322,1,8,543
3.07154218424521,1,1,544
3.07139185368618,1,8,545
3.06988973768936,1,1,546
3.0647290711681,1,6,547
3.0628769554031,1,1,548
3.05949129743643,1,1,549
3.05328704752101,1,7,550
3.05183638189505,1,1,551
3.04889294059902,1,9,552
3.03620155692442,1,9,553
3.0347217425509,1,1,554
3.02921047029542,1,1,555
3.0255481111998,1,11,556
3.02524340635476,1,10,557
3.01659042204446,1,11,558
3.01535536784403,1,9,559
3.00208704241724,1,6,560
2.99750504481348,1,7,561
2.99629704353538,1,1,562
2.99154584399367,1,2,563
2.99001806592283,1,2,564
2.98312335690249,1,5,565
2.98059813399148,1,8,566
2.98040975507642,1,1,567
2.97726652672075,1,7,568
2.97164033915312,1,11,569
2.97036997252575,1,9,570
2.96603394603376,1,2,571
2.96440090761998,1,7,572
2.95663230544287,1,5,573
2.95598612817637,1,1,574
2.9555910057986,1,1,575
2.95396732906654,1,5,576
2.9463697319269,1,8,577
2.94601836217558,1,1,578
2.94540670381833,1,11,579
2.94506345421041,1,1,580
2.94284993252856,1,11,581
2.94161486695998,1,1,582
2.94052851535057,1,8,583
2.94042615168298,1,5,584
2.93681711676714,1,10,585
2.93494475017672,1,2,586
2.92186005998486,1,3,587
2.91571157236074,1,11,588
2.91549270539177,1,6,589
2.91403978867986,1,5,590
2.91396945761726,1,5,591
2.9071229840815,1,4,592
2.90662338673175,1,8,593
2.90433930742878,1,5,594
2.90433015914873,1,7,595
2.88946167377063,1,11,596
2.887443702341,1,9,597
2.88611725327623,1,10,598
2.88445467277549,1,8,599
2.88270037892626,1,7,600
2.88139122624871,1,2,601
2.8784530238743,1,11,602
2.87779259700866,1,5,603
2.8703435677985,1,1,604
2.86778537533181,1,8,605
2.86679477819865,1,11,606
2.86000193987892,1,7,607
2.85944794382265,1,1,608
2.85927001123986,1,7,609
2.8484574825475,1,4,610
2.8471056612684,1,7,611
2.84689910413202,1,11,612
2.84068595610715,1,7,613
2.83975203547917,1,9,614
2.83880799309521,1,8,615
2.83562431485149,1,7,616
2.83474729587515,1,10,617
2.83325013394738,1,7,618
2.83300638332834,1,1,619
2.83037461092176,1,8,620
2.83006001022609,1,6,621
2.82631243973313,1,11,622
2.82618148607833,1,5,623
2.82284400152927,1,1,624
2.82054067970495,1,8,625
2.81897347599948,1,1,626
2.81772501025665,1,4,627
2.81702110324776,1,8,628
2.8137899574539,1,1,629
2.80207672273725,1,1,630
2.80194625435243,1,8,631
2.79885586626008,1,2,632
2.79273049863437,1,3,633
2.7892136410471,1,6,634
2.78540132543436,1,5,635
2.78048731709533,1,6,636
2.77055288006863,1,5,637
2.76864580355063,1,9,638
2.76590094474748,1,7,639
2.76487578401129,1,1,640
2.75936148354525,1,2,641
2.75841299984022,1,2,642
2.75675115946309,1,2,643
2.7510318647651,1,1,644
2.74559559164916,1,1,645
2.74266892605108,1,1,646
2.74218060926568,1,4,647
2.73404323032806,1,9,648
2.72893004992327,1,5,649
2.72347705573415,1,1,650
2.71595416636553,1,2,651
2.71537451683388,1,5,652
2.7132206038051,1,1,653
2.71205410267068,1,1,654
2.71018159799882,1,1,655
2.70359757741232,1,1,656
2.70252402137733,1,9,657
2.69807167910029,1,1,658
2.69790632019434,1,6,659
2.69569307771421,1,2,660
2.69184836430612,1,11,661
2.68903146752939,1,11,662
2.68577345738193,1,6,663
2.68387129099492,1,4,664
2.68173035128253,1,5,665
2.67501307023098,1,7,666
2.67440041309581,1,9,667
2.66234956416148,1,2,668
2.65819881789181,1,8,669
2.65643179917344,1,1,670
2.65500563729986,1,7,671
2.65027869188098,1,1,672
2.64785131745942,1,1,673
2.63593656016048,1,11,674
2.63140332314556,1,3,675
2.62697141866737,1,1,676
2.62370315260067,1,11,677
2.62188137384992,1,11,678
2.60979559635651,1,7,679
2.60367012447535,1,7,680
2.60006506245331,1,1,681
2.59779602624589,1,9,682
2.59712875446504,1,2,683
2.59633275070483,1,2,684
2.58592948339469,1,9,685
2.5787153922254,1,5,686
2.57690700915297,1,9,687
2.57635106315496,1,7,688
2.57553370695146,1,4,689
2.568789179374,1,2,690
2.56322062624342,1,10,691
2.56244926356368,1,4,692
2.56174030010005,1,2,693
2.5597679634573,1,7,694
2.5594120916798,1,1,695
2.55493029007837,1,7,696
2.55039151977436,1,11,697
2.54877661539875,1,1,698
2.54135079876645,1,1,699
2.53776073682125,1,3,700
2.52773533870789,1,1,701
2.52516683191043,1,1,702
2.52116262439843,1,5,703
2.520209811046,1,10,704
2.51913059887172,1,4,705
2.50914380815998,1,4,706
2.50445602706498,1,8,707
2.50377867313602,1,1,708
2.5033637409425,1,1,709
2.49355167529586,1,9,710
2.48795212446963,1,7,711
2.47933842119008,1,4,712
2.47687880206163,1,7,713
2.47582397253766,1,5,714
2.47566640117352,1,1,715
2.47484992498555,1,1,716
2.47478398130341,1,11,717
2.47093556988947,1,4,718
2.46978180620141,1,8,719
2.4674270903404,1,1,720
2.46090142932876,1,7,721
2.45923524136787,1,11,722
2.45673175379403,1,8,723
2.45601081113352,1,3,724
2.4462415828886,1,10,725
2.44104538458,1,11,726
2.44051315944714,1,6,727
2.43698485271213,1,2,728
2.4357813459703,1,1,729
2.43386256662216,1,5,730
2.43204454587889,1,8,731
2.42918632263512,1,8,732
2.42617077395393,1,1,733
2.42448695872256,1,8,734
2.4238092234084,1,10,735
2.42379456274075,1,1,736
2.42304199383465,1,1,737
2.41605101045709,1,2,738
2.41333145452544,1,9,739
2.41105745767015,1,1,740
2.40178519907342,1,10,741
2.40140860081449,1,1,742
2.39773378382875,1,9,743
2.39178256793043,1,7,744
2.37906299569809,1,6,745
2.37145651945926,1,2,746
2.37138638470903,1,5,747
2.36868048949563,1,8,748
2.36860412548196,1,4,749
2.36576352657558,1,1,750
2.36284381156205,1,10,751
2.35941528214614,1,5,752
2.35860692435642,1,11,753
2.35332497129435,1,7,754
2.34308807219847,1,8,755
2.34254275896122,1,1,756
2.33489252445869,1,5,757
2.33134722882118,1,7,758
2.3311925006054,1,1,759
2.33076723088485,1,8,760
2.32908104301341,1,1,761
2.32696472538134,1,7,762
2.32540076914291,1,8,763
2.32293512452251,1,10,764
2.32080030193511,1,7,765
2.31562306573788,1,8,766
2.3153263107519,1,5,767
2.31219842726343,1,11,768
2.3092500531631,1,3,769
2.30817973574186,1,10,770
2.30545215646015,1,8,771
2.30417507861209,1,10,772
2.29926131993762,1,7,773
2.29161299808125,1,9,774
2.28540197130707,1,11,775
2.28328653436004,1,2,776
2.28152449427979,1,9,777
2.28011983895478,1,8,778
2.27837608959319,1,11,779
2.27548735707376,1,5,780
2.27332653222978,1,10,781
2.26785240309553,1,5,782
2.26495042697195,1,6,783
2.26060630162377,1,5,784
2.25958305911421,1,1,785
2.25833656371259,1,9,786
2.25704883602254,1,7,787
2.25639059366055,1,11,788
2.25567174501778,1,1,789
2.25459795525791,1,2,790
2.24607044955693,1,9,791
2.24367678877304,1,11,792
2.23842633036465,1,3,793
2.23434791915177,1,5,794
2.23158617486343,1,7,795
2.23078893153658,1,10,796
2.22870624346336,1,2,797
2.22851348667604,1,1,798
2.22837609392462,1,3,799
2.2275205682547,1,3,800
2.20870307433101,1,8,801
2.20404243007452,1,8,802
2.20115791992968,1,9,803
2.19689805404004,1,9,804
2.18780171840043,1,5,805
2.18605506708639,1,10,806
2.18427381391096,1,5,807
2.18386151290258,1,8,808
2.17638135660415,1,9,809
2.17196576207162,1,11,810
2.16967892001199,1,1,811
2.16538510275479,1,1,812
2.15982910776964,1,1,813
2.1541415029986,1,8,814
2.14905354322872,1,7,815
2.14302096832381,1,9,816
2.14016042496844,1,1,817
2.14002192928327,1,7,818
2.13942774359007,1,8,819
2.135383311064,1,5,820
2.13072596713732,1,5,821
2.12911926833607,1,9,822
2.12853199719846,1,2,823
2.12306131778203,1,4,824
2.12197659301913,1,9,825
2.11787404143985,1,11,826
2.10941865461927,1,1,827
2.10832680582278,1,8,828
2.09893692290266,1,7,829
2.09878416003531,1,11,830
2.09490622423938,1,7,831
2.08887493752135,1,11,832
2.0875691294737,1,9,833
2.08425541724937,1,11,834
2.07835718463959,1,5,835
2.074892532752,1,1,836
2.07299649438834,1,1,837
2.07014511467872,1,2,838
2.06444247724028,1,1,839
2.06226532156111,1,9,840
2.06114264119715,1,11,841
2.05983400435625,1,1,842
2.05950678677148,1,4,843
2.05865391215703,1,9,844
2.05602938525235,1,8,845
2.05056386012499,1,1,846
2.04879309447066,1,5,847
2.04857693461694,1,1,848
2.04610614389468,1,8,849
2.04418308734369,1,11,850
2.04416645500062,1,7,851
2.04166777126623,1,7,852
2.03084235563296,1,8,853
2.02938046983601,1,10,854
2.02929909224297,1,1,855
2.02765081049403,1,10,856
2.01905927093328,1,9,857
2.01824166282777,1,11,858
2.01718007619929,1,1,859
2.01697787546284,1,8,860
2.01314556965736,1,1,861
2.00708543994341,1,2,862
1.99912119512497,1,9,863
1.99645551672997,1,9,864
1.99562566900895,1,1,865
1.99325934799742,1,10,866
1.9853897683825,1,5,867
1.98347311469164,1,2,868
1.9811183588438,1,5,869
1.97659404119117,1,11,870
1.97599453923142,1,2,871
1.97055501212345,1,2,872
1.96963957258304,1,11,873
1.96488606308392,1,1,874
1.96403482912707,1,8,875
1.96314488444688,1,7,876
1.96285770112405,1,11,877
1.95975628115472,1,2,878
1.95557187285429,1,3,879
1.95497651632412,1,1,880
1.95412706273027,1,1,881
1.95314900222532,1,1,882
1.9516539144864,1,9,883
1.95138537593902,1,2,884
1.94989532146379,1,9,885
1.94903275822392,1,2,886
1.94819326959622,1,1,887
1.94795002986658,1,11,888
1.94601229101711,1,8,889
1.93929732084961,1,3,890
1.93611401378934,1,9,891
1.93303819161038,1,6,892
1.93073165908462,1,7,893
1.92293824659573,1,2,894
1.91109081536737,1,10,895
1.90976282496027,1,9,896
1.90954905064666,1,11,897
1.90384142081036,1,1,898
1.90104098579309,1,1,899
1.90099744814206,1,9,900
1.90069372721343,1,1,901
1.8917656863865,1,1,902
1.8835052863329,1,10,903
1.88110606129442,1,3,904
1.88038575163667,1,8,905
1.8657241172051,1,1,906
1.86325618342041,1,8,907
1.86312869196478,1,1,908
1.86192968481778,1,1,909
1.85981210218598,1,11,910
1.85607067667226,1,9,911
1.85541428728947,1,9,912
1.85204272197634,1,10,913
1.82832562485914,1,5,914
1.82536362828385,1,9,915
1.82236766643813,1,10,916
1.82229523035486,1,5,917
1.82176249109491,1,11,918
1.82077846499104,1,8,919
1.81886459704663,1,1,920
1.81687348498837,1,2,921
1.81308600578238,1,1,922
1.81278557735711,1,8,923
1.81172974209984,1,1,924
1.80961944997249,1,10,925
1.80629531831643,1,3,926
1.8005351424213,1,8,927
1.79431056124476,1,7,928
1.79224926762617,1,11,929
1.77415291281341,1,3,930
1.77083374542485,1,9,931
1.76838057647563,1,1,932
1.76698882440124,1,1,933
1.76284140914234,1,2,934
1.76202817941617,1,8,935
1.75934072325763,1,1,936
1.75683069419718,1,8,937
1.75449458909477,1,5,938
1.75260280913014,1,1,939
1.74892821409886,1,2,940
1.74757794497387,1,8,941
1.745012407862,1,1,942
1.74197278751992,1,11,943
1.74094858578585,1,1,944
1.74075593662255,1,9,945
1.73489605644394,1,1,946
1.7342916350971,1,7,947
1.73124219433363,1,11,948
1.71326641091416,1,5,949
1.71165277406353,1,8,950
1.71009412061294,1,5,951
1.70577763194056,1,9,952
1.70499455708265,1,2,953
1.7002882250638,1,8,954
1.69190097430633,1,1,955
1.67620898317046,1,4,956
1.67434455715743,1,5,957
1.67246554228838,1,9,958
1.67162607901089,1,2,959
1.67140742769934,1,5,960
1.67107363914211,1,9,961
1.66586896890285,1,3,962
1.6514846029258,1,9,963
1.65059923214936,1,2,964
1.64735961704916,1,10,965
1.64159148836875,1,10,966
1.63705436200288,1,7,967
1.63251137339691,1,8,968
1.63060715583411,1,1,969
1.62948007421619,1,3,970
1.6280350836264,1,7,971
1.62751515190235,1,9,972
1.62018676736478,1,11,973
1.61657923994313,1,1,974
1.61164160954648,1,9,975
1.61131271918166,1,9,976
1.60965901702084,1,2,977
1.60364231839511,1,8,978
1.59993866313883,1,4,979
1.59946623896697,1,8,980
1.59294265535018,1,2,981
1.59207049504013,1,3,982
1.58554517873955,1,10,983
1.58431996296054,1,3,984
1.58120951630057,1,5,985
1.58000627354728,1,2,986
1.57935020768443,1,5,987
1.57744465004901,1,2,988
1.57672631904802,1,5,989
1.57117039717312,1,8,990
1.57074335637205,1,3,991
1.56171984474458,1,11,992
1.55801646211339,1,4,993
1.55527058668814,1,1,994
1.55227337068935,1,11,995
1.55183617135443,1,9,996
1.54707742395697,1,5,997
1.54356203700848,1,9,998
1.5369809606998,1,5,999
